Chromosome/scaffold name	Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)
9	ENSG00000175287	ENSG00000175287.19	128920966	128942041
16	ENSG00000205250	ENSG00000205250.9	67192155	67198918
5	ENSG00000164398	ENSG00000164398.15	131949973	132012243
12	ENSG00000242137	ENSG00000242137.1	120594015	120594548
12	ENSG00000199394	ENSG00000199394.1	48892130	48892228
12	ENSG00000239617	ENSG00000239617.1	48903418	48903813
12	ENSG00000272822	ENSG00000272822.2	48903503	48957365
2	ENSG00000227788	ENSG00000227788.1	120211727	120212862
2	ENSG00000234559	ENSG00000234559.1	129939848	129940217
2	ENSG00000168530	ENSG00000168530.16	210290150	210315174
12	ENSG00000139537	ENSG00000139537.11	48904110	48931840
8	ENSG00000176956	ENSG00000176956.13	143157914	143160711
3	ENSG00000013297	ENSG00000013297.12	170418868	170454733
16	ENSG00000102890	ENSG00000102890.16	67199111	67204029
12	ENSG00000134285	ENSG00000134285.11	48921518	48926474
2	ENSG00000280878	ENSG00000280878.1	111468810	111637967
2	ENSG00000227241	ENSG00000227241.1	178105637	178105753
10	ENSG00000240527	ENSG00000240527.1	95833508	95873758
2	ENSG00000279512	ENSG00000279512.1	133117004	133119052
10	ENSG00000138131	ENSG00000138131.4	98247690	98268194
2	ENSG00000225111	ENSG00000225111.1	207868582	207869915
19	ENSG00000268093	ENSG00000268093.1	48619272	48624132
2	ENSG00000232772	ENSG00000232772.1	143096839	143098007
3	ENSG00000073792	ENSG00000073792.16	185643130	185825042
19	ENSG00000063176	ENSG00000063176.16	48619291	48630717
1	ENSG00000234761	ENSG00000234761.1	202986557	202988582
1	ENSG00000230748	ENSG00000230748.1	165497724	165498348
2	ENSG00000153107	ENSG00000153107.13	111611639	111884690
1	ENSG00000254154	ENSG00000254154.8	177928788	178038007
17	ENSG00000108825	ENSG00000108825.18	42950526	42980528
10	ENSG00000230928	ENSG00000230928.1	98252023	98256575
10	ENSG00000119943	ENSG00000119943.13	98383565	98415182
8	ENSG00000185942	ENSG00000185942.13	62248591	63014000
8	ENSG00000105339	ENSG00000105339.11	141117278	141195808
4	ENSG00000224097	ENSG00000224097.5	39480255	39481905
12	ENSG00000169884	ENSG00000169884.14	48965340	48971735
4	ENSG00000109814	ENSG00000109814.12	39498755	39528311
10	ENSG00000284415	ENSG00000284415.1	98395218	98395307
10	ENSG00000107521	ENSG00000107521.20	98416198	98446935
1	ENSG00000286600	ENSG00000286600.1	201359018	201385784
19	ENSG00000105516	ENSG00000105516.11	48630030	48637379
1	ENSG00000162694	ENSG00000162694.14	100872372	100895179
16	ENSG00000207948	ENSG00000207948.3	67202321	67202395
16	ENSG00000280163	ENSG00000280163.1	67205175	67206849
16	ENSG00000168701	ENSG00000168701.19	67227103	67229278
12	ENSG00000200303	ENSG00000200303.1	48975543	48975646
12	ENSG00000125084	ENSG00000125084.12	48978322	48982620
19	ENSG00000063180	ENSG00000063180.9	48637946	48646187
12	ENSG00000181418	ENSG00000181418.8	48995149	48999375
11	ENSG00000258659	ENSG00000258659.7	5619764	5644398
12	ENSG00000258283	ENSG00000258283.1	48995150	48996334
12	ENSG00000257913	ENSG00000257913.2	48998367	49019235
1	ENSG00000163207	ENSG00000163207.7	152908546	152911886
12	ENSG00000167550	ENSG00000167550.11	49064676	49070025
9	ENSG00000251184	ENSG00000251184.1	128941478	128957021
9	ENSG00000175283	ENSG00000175283.8	128945530	128947603
1	ENSG00000132716	ENSG00000132716.19	160215715	160262549
9	ENSG00000095319	ENSG00000095319.14	128947699	129007096
19	ENSG00000232871	ENSG00000232871.8	48638071	48682245
16	ENSG00000135723	ENSG00000135723.14	67229387	67247481
19	ENSG00000176920	ENSG00000176920.13	48695971	48705951
12	ENSG00000277672	ENSG00000277672.1	49075039	49075802
12	ENSG00000139549	ENSG00000139549.4	49086656	49094801
2	ENSG00000257277	ENSG00000257277.2	143674315	143741294
10	ENSG00000264610	ENSG00000264610.1	98431292	98431360
11	ENSG00000162298	ENSG00000162298.19	65121780	65134532
10	ENSG00000287261	ENSG00000287261.1	98446346	98453805
10	ENSG00000225768	ENSG00000225768.1	104474939	104480274
12	ENSG00000257346	ENSG00000257346.1	49090208	49093312
2	ENSG00000231203	ENSG00000231203.1	183071040	183072486
19	ENSG00000176909	ENSG00000176909.12	48712725	48719725
10	ENSG00000237761	ENSG00000237761.3	104566931	104624795
2	ENSG00000115539	ENSG00000115539.14	100562993	100576739
10	ENSG00000156395	ENSG00000156395.14	104641290	105265242
12	ENSG00000123416	ENSG00000123416.15	49127782	49131397
3	ENSG00000174255	ENSG00000174255.8	114234631	114237578
3	ENSG00000144908	ENSG00000144908.14	126103562	126197994
10	ENSG00000226387	ENSG00000226387.2	104664608	104666200
10	ENSG00000197771	ENSG00000197771.13	119829404	119892556
4	ENSG00000249348	ENSG00000249348.1	39528019	39594707
2	ENSG00000229941	ENSG00000229941.6	177653419	177723289
4	ENSG00000287262	ENSG00000287262.1	39539395	39546073
4	ENSG00000249930	ENSG00000249930.1	15492729	15492972
2	ENSG00000177261	ENSG00000177261.8	214697727	214698059
2	ENSG00000287854	ENSG00000287854.1	123421486	123438693
4	ENSG00000163682	ENSG00000163682.17	39452587	39458931
6	ENSG00000230913	ENSG00000230913.1	41666906	41667649
6	ENSG00000231102	ENSG00000231102.1	41720396	41734032
19	ENSG00000105518	ENSG00000105518.14	11342776	11346518
6	ENSG00000096088	ENSG00000096088.16	41736711	41754109
8	ENSG00000203499	ENSG00000203499.12	143734139	143790645
15	ENSG00000242028	ENSG00000242028.8	43796142	43804427
8	ENSG00000177570	ENSG00000177570.15	118189455	118622112
17	ENSG00000198863	ENSG00000198863.7	42980565	42993690
2	ENSG00000115966	ENSG00000115966.17	175072250	175168382
15	ENSG00000157450	ENSG00000157450.16	58865175	59097419
17	ENSG00000279917	ENSG00000279917.1	67611277	67613822
12	ENSG00000258017	ENSG00000258017.2	49127782	49188484
17	ENSG00000279361	ENSG00000279361.1	67637774	67638973
17	ENSG00000288109	ENSG00000288109.1	67658015	67659465
6	ENSG00000269387	ENSG00000269387.1	41764292	41764460
17	ENSG00000130935	ENSG00000130935.10	67717931	67744531
12	ENSG00000200309	ENSG00000200309.1	49132853	49132947
6	ENSG00000137218	ENSG00000137218.10	41770176	41786542
12	ENSG00000274017	ENSG00000274017.1	49196784	49197062
12	ENSG00000134287	ENSG00000134287.10	48935723	48957487
8	ENSG00000104635	ENSG00000104635.15	22367278	22434129
10	ENSG00000107651	ENSG00000107651.14	119892730	119944657
6	ENSG00000124593	ENSG00000124593.16	41780349	41790141
16	ENSG00000135740	ENSG00000135740.17	67237683	67272191
19	ENSG00000183401	ENSG00000183401.12	11344684	11354944
6	ENSG00000278224	ENSG00000278224.7	41780782	41787452
17	ENSG00000200394	ENSG00000200394.1	67740669	67740799
4	ENSG00000145331	ENSG00000145331.14	99546709	99564039
17	ENSG00000266858	ENSG00000266858.1	67774591	67777324
6	ENSG00000268745	ENSG00000268745.1	41791410	41791477
9	ENSG00000095321	ENSG00000095321.18	129094142	129111189
6	ENSG00000206977	ENSG00000206977.1	41832854	41832993
17	ENSG00000213179	ENSG00000213179.4	67784753	67785293
10	ENSG00000265370	ENSG00000265370.1	119958513	119958592
10	ENSG00000180230	ENSG00000180230.6	119997086	119997709
6	ENSG00000156508	ENSG00000156508.19	73489308	73525587
10	ENSG00000152778	ENSG00000152778.10	89414568	89421605
12	ENSG00000219410	ENSG00000219410.6	6663260	6672069
12	ENSG00000252186	ENSG00000252186.1	6709452	6709552
12	ENSG00000270068	ENSG00000270068.1	6723233	6723687
17	ENSG00000171634	ENSG00000171634.18	67825503	67984378
10	ENSG00000233292	ENSG00000233292.1	89139044	89139458
10	ENSG00000138135	ENSG00000138135.7	89205629	89207317
10	ENSG00000107798	ENSG00000107798.18	89213569	89414557
12	ENSG00000111652	ENSG00000111652.10	6724014	6731875
1	ENSG00000288574	ENSG00000288574.1	181808927	181812495
1	ENSG00000238108	ENSG00000238108.1	190797524	190797956
1	ENSG00000214262	ENSG00000214262.4	168245565	168247343
1	ENSG00000183853	ENSG00000183853.18	157993273	158100262
19	ENSG00000105520	ENSG00000105520.10	11355386	11365698
9	ENSG00000204054	ENSG00000204054.14	129476946	129513687
16	ENSG00000262691	ENSG00000262691.1	67261108	67263784
16	ENSG00000168676	ENSG00000168676.11	67289428	67326760
8	ENSG00000187954	ENSG00000187954.13	144449582	144465667
4	ENSG00000248676	ENSG00000248676.1	99594799	99625913
15	ENSG00000137821	ENSG00000137821.12	70853239	71053658
11	ENSG00000179057	ENSG00000179057.14	18704312	18726230
19	ENSG00000267277	ENSG00000267277.1	11368123	11374935
19	ENSG00000173928	ENSG00000173928.4	11374666	11376951
19	ENSG00000187266	ENSG00000187266.14	11377207	11384342
10	ENSG00000119977	ENSG00000119977.22	95659823	95694143
4	ENSG00000109339	ENSG00000109339.24	85990007	86594625
1	ENSG00000143401	ENSG00000143401.15	150218417	150236156
16	ENSG00000201201	ENSG00000201201.1	67321658	67321987
8	ENSG00000178209	ENSG00000178209.16	143915153	143976734
16	ENSG00000159708	ENSG00000159708.18	67326798	67385204
9	ENSG00000286078	ENSG00000286078.1	129503461	129506433
9	ENSG00000227619	ENSG00000227619.3	129575117	129584556
11	ENSG00000175582	ENSG00000175582.20	73675638	73761137
9	ENSG00000225411	ENSG00000225411.3	63802144	63814159
9	ENSG00000207277	ENSG00000207277.1	63813190	63813307
9	ENSG00000232815	ENSG00000232815.1	63817748	63818462
9	ENSG00000266017	ENSG00000266017.1	63819574	63819654
9	ENSG00000215548	ENSG00000215548.2	63832127	63859641
9	ENSG00000204790	ENSG00000204790.9	63974762	64004155
9	ENSG00000288694	ENSG00000288694.1	64071909	64118145
9	ENSG00000275068	ENSG00000275068.1	64082429	64082534
9	ENSG00000083067	ENSG00000083067.24	70529060	71446904
19	ENSG00000205517	ENSG00000205517.13	11384341	11419328
3	ENSG00000152642	ENSG00000152642.11	32105689	32168709
10	ENSG00000119917	ENSG00000119917.15	89327307	89377473
3	ENSG00000175193	ENSG00000175193.14	183829271	183884933
1	ENSG00000215835	ENSG00000215835.2	166275629	166277597
1	ENSG00000118197	ENSG00000118197.14	200623896	200669907
10	ENSG00000148660	ENSG00000148660.21	73812501	73874591
16	ENSG00000159713	ENSG00000159713.11	67389809	67393518
14	ENSG00000012983	ENSG00000012983.12	50418501	50561126
17	ENSG00000266717	ENSG00000266717.1	67950885	67951746
17	ENSG00000279573	ENSG00000279573.1	67955314	67957291
17	ENSG00000279880	ENSG00000279880.1	67973934	67976072
17	ENSG00000265052	ENSG00000265052.2	67977698	67977972
17	ENSG00000266117	ENSG00000266117.1	68095068	68095757
16	ENSG00000239194	ENSG00000239194.1	67390691	67390850
16	ENSG00000159714	ENSG00000159714.12	67394152	67416833
17	ENSG00000265055	ENSG00000265055.2	68096046	68101496
17	ENSG00000237854	ENSG00000237854.3	68101908	68115518
1	ENSG00000135842	ENSG00000135842.17	184790724	184974508
17	ENSG00000267023	ENSG00000267023.5	68125777	68152468
11	ENSG00000134802	ENSG00000134802.18	57406954	57427580
17	ENSG00000278730	ENSG00000278730.1	68126666	68129586
17	ENSG00000274561	ENSG00000274561.1	68131462	68131907
19	ENSG00000202357	ENSG00000202357.1	11408772	11408880
17	ENSG00000277476	ENSG00000277476.1	68133201	68135935
19	ENSG00000198003	ENSG00000198003.12	11420604	11435782
17	ENSG00000267352	ENSG00000267352.1	68134675	68135604
17	ENSG00000267708	ENSG00000267708.1	68152776	68159043
17	ENSG00000278740	ENSG00000278740.1	68188547	68189165
17	ENSG00000267731	ENSG00000267731.1	68189884	68192802
17	ENSG00000267472	ENSG00000267472.1	68198921	68199596
17	ENSG00000265100	ENSG00000265100.1	68246629	68247938
17	ENSG00000108932	ENSG00000108932.12	68267026	68291267
16	ENSG00000176387	ENSG00000176387.7	67430652	67437553
1	ENSG00000227621	ENSG00000227621.1	223856579	223857387
1	ENSG00000229258	ENSG00000229258.6	211829636	211853703
3	ENSG00000163660	ENSG00000163660.12	157146508	157160760
1	ENSG00000287472	ENSG00000287472.1	189868381	189876160
1	ENSG00000227776	ENSG00000227776.1	167519536	167520586
1	ENSG00000198734	ENSG00000198734.12	169511951	169586588
14	ENSG00000197102	ENSG00000197102.14	101964573	102056443
16	ENSG00000261320	ENSG00000261320.1	67430667	67431464
16	ENSG00000159720	ENSG00000159720.12	67438014	67481181
17	ENSG00000070540	ENSG00000070540.13	68420948	68457513
1	ENSG00000242193	ENSG00000242193.11	178006136	178037950
19	ENSG00000196361	ENSG00000196361.10	11451326	11481046
1	ENSG00000077152	ENSG00000077152.11	202331657	202341980
15	ENSG00000278522	ENSG00000278522.5	21405401	21440499
1	ENSG00000241318	ENSG00000241318.3	91534666	91535593
17	ENSG00000207561	ENSG00000207561.1	68424451	68424548
19	ENSG00000267477	ENSG00000267477.1	11466240	11505698
1	ENSG00000143164	ENSG00000143164.15	167935783	168075843
19	ENSG00000161914	ENSG00000161914.10	11483427	11505839
12	ENSG00000269892	ENSG00000269892.1	6742985	6743641
17	ENSG00000072210	ENSG00000072210.19	19648136	19685760
12	ENSG00000089692	ENSG00000089692.9	6772512	6778455
15	ENSG00000166813	ENSG00000166813.16	89608789	89655467
19	ENSG00000274713	ENSG00000274713.1	11495544	11495622
19	ENSG00000130159	ENSG00000130159.14	11505929	11529172
12	ENSG00000244532	ENSG00000244532.1	6783854	6784161
12	ENSG00000010610	ENSG00000010610.10	6786858	6820799
16	ENSG00000159723	ENSG00000159723.5	67482571	67483547
16	ENSG00000241067	ENSG00000241067.2	16094192	16095209
16	ENSG00000262332	ENSG00000262332.1	16223027	16224261
16	ENSG00000263029	ENSG00000263029.1	16260866	16261235
16	ENSG00000262848	ENSG00000262848.1	16290135	16292242
16	ENSG00000257381	ENSG00000257381.3	16300159	16300242
16	ENSG00000264722	ENSG00000264722.1	16306370	16306434
16	ENSG00000257366	ENSG00000257366.1	16308542	16310000
16	ENSG00000265373	ENSG00000265373.2	16309879	16309966
16	ENSG00000244257	ENSG00000244257.5	16310341	16334190
15	ENSG00000166819	ENSG00000166819.12	89664367	89679427
16	ENSG00000206706	ENSG00000206706.1	16314112	16314211
16	ENSG00000183889	ENSG00000183889.12	16317444	16350590
3	ENSG00000144959	ENSG00000144959.11	172630249	172711218
9	ENSG00000119333	ENSG00000119333.12	128633653	128656847
6	ENSG00000204394	ENSG00000204394.13	31777518	31795752
15	ENSG00000166821	ENSG00000166821.9	89677764	89690783
9	ENSG00000137145	ENSG00000137145.21	19230435	19374281
5	ENSG00000269466	ENSG00000269466.4	17654868	17655849
5	ENSG00000177034	ENSG00000177034.17	79976716	79991262
3	ENSG00000170876	ENSG00000170876.8	14125015	14143680
11	ENSG00000129084	ENSG00000129084.18	14504874	14643635
16	ENSG00000278221	ENSG00000278221.1	16324588	16324654
16	ENSG00000277698	ENSG00000277698.1	16329305	16329364
16	ENSG00000277920	ENSG00000277920.1	16351545	16351653
19	ENSG00000244080	ENSG00000244080.3	11516047	11516330
16	ENSG00000227827	ENSG00000227827.3	16356224	16377507
19	ENSG00000213304	ENSG00000213304.3	11521968	11522498
19	ENSG00000213303	ENSG00000213303.3	11523436	11523831
15	ENSG00000241362	ENSG00000241362.2	89687937	89688243
16	ENSG00000276311	ENSG00000276311.1	16368876	16368942
16	ENSG00000265113	ENSG00000265113.1	69240549	69241929
15	ENSG00000288625	ENSG00000288625.1	81002142	81002279
16	ENSG00000260914	ENSG00000260914.3	69299682	69322700
15	ENSG00000250379	ENSG00000250379.1	41825099	41827936
19	ENSG00000130176	ENSG00000130176.8	11538767	11550323
12	ENSG00000250510	ENSG00000250510.8	6821624	6829972
15	ENSG00000243789	ENSG00000243789.11	41828092	41837581
16	ENSG00000132612	ENSG00000132612.16	69311350	69326939
10	ENSG00000197444	ENSG00000197444.10	49734641	49762379
5	ENSG00000170231	ENSG00000170231.16	160187367	160238735
2	ENSG00000163082	ENSG00000163082.10	222424543	222562621
2	ENSG00000233608	ENSG00000233608.4	238848032	238910534
16	ENSG00000213380	ENSG00000213380.16	69320140	69339583
3	ENSG00000177565	ENSG00000177565.18	177019340	177228000
2	ENSG00000235218	ENSG00000235218.2	193276668	193277614
2	ENSG00000237220	ENSG00000237220.1	150566134	150568080
2	ENSG00000234682	ENSG00000234682.1	134797169	134797879
2	ENSG00000231013	ENSG00000231013.2	119476428	119487346
15	ENSG00000168970	ENSG00000168970.22	41828095	41848155
2	ENSG00000235615	ENSG00000235615.2	131964731	131979873
5	ENSG00000081189	ENSG00000081189.16	88717117	88904257
2	ENSG00000286290	ENSG00000286290.1	103362082	103403712
19	ENSG00000130165	ENSG00000130165.10	11551147	11559236
2	ENSG00000036257	ENSG00000036257.13	224470150	224585397
16	ENSG00000258429	ENSG00000258429.2	69326913	69330588
12	ENSG00000110811	ENSG00000110811.20	6828407	6839847
16	ENSG00000272617	ENSG00000272617.3	69328644	69334871
16	ENSG00000260371	ENSG00000260371.1	69335091	69356306
6	ENSG00000204392	ENSG00000204392.11	31797396	31806966
16	ENSG00000259900	ENSG00000259900.5	69335276	69351730
16	ENSG00000132603	ENSG00000132603.15	69337996	69343106
10	ENSG00000226389	ENSG00000226389.3	49771841	49773299
10	ENSG00000229870	ENSG00000229870.1	49815096	49815562
10	ENSG00000178440	ENSG00000178440.8	49942056	50011654
19	ENSG00000102575	ENSG00000102575.13	11574660	11579008
1	ENSG00000271546	ENSG00000271546.1	148795797	148796325
1	ENSG00000255148	ENSG00000255148.2	149018671	149026269
10	ENSG00000204149	ENSG00000204149.14	49982190	50011654
1	ENSG00000133048	ENSG00000133048.13	203178931	203186704
14	ENSG00000100813	ENSG00000100813.15	23058564	23095614
6	ENSG00000204390	ENSG00000204390.10	31809619	31815283
6	ENSG00000204389	ENSG00000204389.10	31815543	31817946
6	ENSG00000204388	ENSG00000204388.7	31827738	31830254
6	ENSG00000285565	ENSG00000285565.1	31828834	31839719
16	ENSG00000157315	ENSG00000157315.5	69343250	69351786
6	ENSG00000204387	ENSG00000204387.14	31834608	31839766
16	ENSG00000132604	ENSG00000132604.11	69355567	69408571
9	ENSG00000187764	ENSG00000187764.12	89360787	89498130
19	ENSG00000249840	ENSG00000249840.2	11585246	11587135
15	ENSG00000137877	ENSG00000137877.10	41848146	41894053
19	ENSG00000161609	ENSG00000161609.10	49388219	49417990
10	ENSG00000198964	ENSG00000198964.14	50305586	50625163
2	ENSG00000196872	ENSG00000196872.12	98793846	98936259
1	ENSG00000229699	ENSG00000229699.1	153174518	153191676
1	ENSG00000228238	ENSG00000228238.1	186578279	186579299
1	ENSG00000232393	ENSG00000232393.1	91023919	91024804
1	ENSG00000121454	ENSG00000121454.6	180230264	180278984
2	ENSG00000236300	ENSG00000236300.2	143098123	143098417
2	ENSG00000228670	ENSG00000228670.4	222452400	222453126
12	ENSG00000111664	ENSG00000111664.11	6839954	6847393
2	ENSG00000185078	ENSG00000185078.3	208031383	208031953
11	ENSG00000137760	ENSG00000137760.15	107502727	107565742
1	ENSG00000126070	ENSG00000126070.20	35930718	36072500
2	ENSG00000233842	ENSG00000233842.2	145872209	145931146
2	ENSG00000224219	ENSG00000224219.1	193730555	193730689
2	ENSG00000115183	ENSG00000115183.15	158968640	159232659
16	ENSG00000103018	ENSG00000103018.17	69424619	69466264
10	ENSG00000225303	ENSG00000225303.2	50472814	50474246
10	ENSG00000238523	ENSG00000238523.1	50590652	50590712
10	ENSG00000231588	ENSG00000231588.1	50629532	50631075
10	ENSG00000188234	ENSG00000188234.14	45825613	45853875
19	ENSG00000142538	ENSG00000142538.2	49422419	49423441
19	ENSG00000104888	ENSG00000104888.10	49429401	49442360
6	ENSG00000201823	ENSG00000201823.1	31835263	31835326
10	ENSG00000223761	ENSG00000223761.1	87591607	87606024
6	ENSG00000201754	ENSG00000201754.1	31837076	31837142
10	ENSG00000225913	ENSG00000225913.2	87607985	87659279
6	ENSG00000237080	ENSG00000237080.3	31877808	31884204
10	ENSG00000196566	ENSG00000196566.2	87610163	87660003
10	ENSG00000234192	ENSG00000234192.1	87642607	87642954
10	ENSG00000198682	ENSG00000198682.13	87659613	87747705
16	ENSG00000261527	ENSG00000261527.1	69443240	69444290
6	ENSG00000204371	ENSG00000204371.11	31879759	31897687
16	ENSG00000260108	ENSG00000260108.1	69463844	69466264
16	ENSG00000223109	ENSG00000223109.1	69565808	69565868
16	ENSG00000274093	ENSG00000274093.1	69632141	69632571
16	ENSG00000256982	ENSG00000256982.2	89046172	89052966
15	ENSG00000200293	ENSG00000200293.1	41851913	41852029
15	ENSG00000264850	ENSG00000264850.1	41866495	41866551
15	ENSG00000259563	ENSG00000259563.1	44516650	44517483
16	ENSG00000176715	ENSG00000176715.17	89088375	89164121
1	ENSG00000275140	ENSG00000275140.1	148772640	148784594
15	ENSG00000179523	ENSG00000179523.5	44527257	44537046
1	ENSG00000184155	ENSG00000184155.8	159535078	159536007
1	ENSG00000163157	ENSG00000163157.15	151169986	151176284
2	ENSG00000144410	ENSG00000144410.5	206939518	206969474
15	ENSG00000104131	ENSG00000104131.13	44537125	44563029
11	ENSG00000118096	ENSG00000118096.10	118544528	118572970
2	ENSG00000115107	ENSG00000115107.20	119223831	119265652
17	ENSG00000264932	ENSG00000264932.3	19649373	19649935
17	ENSG00000275982	ENSG00000275982.1	19649494	19649587
17	ENSG00000252349	ENSG00000252349.1	19662000	19662090
17	ENSG00000262681	ENSG00000262681.2	19719059	19722428
17	ENSG00000264785	ENSG00000264785.1	19737682	19738542
19	ENSG00000104872	ENSG00000104872.11	49446298	49453497
3	ENSG00000180834	ENSG00000180834.8	183815922	183825594
17	ENSG00000108602	ENSG00000108602.18	19737984	19748943
3	ENSG00000145107	ENSG00000145107.16	196319342	196338503
10	ENSG00000138138	ENSG00000138138.14	87751512	87841361
1	ENSG00000224308	ENSG00000224308.1	152930040	152949210
1	ENSG00000117036	ENSG00000117036.12	157121191	157138474
12	ENSG00000240370	ENSG00000240370.6	6873389	6884741
2	ENSG00000197756	ENSG00000197756.10	216498825	216579180
12	ENSG00000010626	ENSG00000010626.15	6873569	6914241
1	ENSG00000058085	ENSG00000058085.15	183186238	183245127
3	ENSG00000198585	ENSG00000198585.12	131381671	131388830
10	ENSG00000223820	ENSG00000223820.5	87817928	87845612
3	ENSG00000181744	ENSG00000181744.9	143971823	144048719
15	ENSG00000259659	ENSG00000259659.1	44557829	44559188
15	ENSG00000206957	ENSG00000206957.2	44697333	44697430
10	ENSG00000243782	ENSG00000243782.3	87832818	87833098
9	ENSG00000081386	ENSG00000081386.13	96754553	96778129
10	ENSG00000227268	ENSG00000227268.5	87859158	87863533
10	ENSG00000171862	ENSG00000171862.11	87863625	87971930
15	ENSG00000185880	ENSG00000185880.13	44728988	44767829
9	ENSG00000148219	ENSG00000148219.18	116423112	117415070
3	ENSG00000144840	ENSG00000144840.10	120684938	120742993
16	ENSG00000261546	ENSG00000261546.1	89113175	89115279
2	ENSG00000225539	ENSG00000225539.7	194344190	194576578
16	ENSG00000180422	ENSG00000180422.3	89159146	89164245
16	ENSG00000205015	ENSG00000205015.1	89166383	89169147
16	ENSG00000129910	ENSG00000129910.8	89171748	89195492
10	ENSG00000224745	ENSG00000224745.1	87878692	87880427
10	ENSG00000213613	ENSG00000213613.2	87945502	87946024
10	ENSG00000200891	ENSG00000200891.1	87994618	87994695
10	ENSG00000150347	ENSG00000150347.17	61901684	62096944
19	ENSG00000161618	ENSG00000161618.10	49453225	49471050
3	ENSG00000163380	ENSG00000163380.16	69106065	69123032
2	ENSG00000119042	ENSG00000119042.17	199269500	199471266
16	ENSG00000259877	ENSG00000259877.2	89215211	89217653
16	ENSG00000260659	ENSG00000260659.1	89226807	89228692
16	ENSG00000268218	ENSG00000268218.1	89268104	89273044
16	ENSG00000260279	ENSG00000260279.4	89296128	89298317
3	ENSG00000242992	ENSG00000242992.3	128764466	128765018
10	ENSG00000229659	ENSG00000229659.1	73422259	73422696
3	ENSG00000244232	ENSG00000244232.3	128785147	128785448
10	ENSG00000166343	ENSG00000166343.10	73423579	73433561
16	ENSG00000261253	ENSG00000261253.2	89321133	89325110
3	ENSG00000239483	ENSG00000239483.1	128798841	128799201
3	ENSG00000244065	ENSG00000244065.1	128843564	128844404
3	ENSG00000243022	ENSG00000243022.1	128848673	128849399
3	ENSG00000242062	ENSG00000242062.1	128852112	128853008
3	ENSG00000261159	ENSG00000261159.1	128859716	128860526
3	ENSG00000231305	ENSG00000231305.4	128860620	128871540
16	ENSG00000170100	ENSG00000170100.14	89217703	89237141
3	ENSG00000250796	ENSG00000250796.1	128869624	128870026
3	ENSG00000287110	ENSG00000287110.1	128872349	128876218
3	ENSG00000114656	ENSG00000114656.12	128909866	129002690
10	ENSG00000107758	ENSG00000107758.16	73436433	73496024
1	ENSG00000188460	ENSG00000188460.4	223863726	223864851
1	ENSG00000260088	ENSG00000260088.1	200669507	200694250
15	ENSG00000276121	ENSG00000276121.1	44778196	44778721
15	ENSG00000259187	ENSG00000259187.1	44826540	44827094
1	ENSG00000287978	ENSG00000287978.1	146387202	146388092
15	ENSG00000238845	ENSG00000238845.1	44843612	44843724
1	ENSG00000183155	ENSG00000183155.5	202878282	202889149
14	ENSG00000252497	ENSG00000252497.1	64909488	64909780
14	ENSG00000125954	ENSG00000125954.13	64914485	65061803
15	ENSG00000103855	ENSG00000103855.18	73683966	73714514
11	ENSG00000054938	ENSG00000054938.16	74696429	74731426
1	ENSG00000117533	ENSG00000117533.15	171700160	171742074
12	ENSG00000248593	ENSG00000248593.3	6884682	6885786
12	ENSG00000275703	ENSG00000275703.1	6899752	6900212
12	ENSG00000111674	ENSG00000111674.9	6913745	6923698
16	ENSG00000103226	ENSG00000103226.19	16232506	16300806
17	ENSG00000230607	ENSG00000230607.3	19755244	19756207
19	ENSG00000269469	ENSG00000269469.1	49462752	49486231
17	ENSG00000083290	ENSG00000083290.20	19770829	19867936
19	ENSG00000090554	ENSG00000090554.13	49474207	49486231
3	ENSG00000279507	ENSG00000279507.1	128914833	128915060
3	ENSG00000163635	ENSG00000163635.20	63863155	64003462
14	ENSG00000176153	ENSG00000176153.12	64939152	64942905
14	ENSG00000139998	ENSG00000139998.16	64945814	64973226
1	ENSG00000116815	ENSG00000116815.16	116514534	116571039
2	ENSG00000234285	ENSG00000234285.1	222503883	222504843
2	ENSG00000279220	ENSG00000279220.4	206203543	206265326
2	ENSG00000231903	ENSG00000231903.1	202178660	202179391
10	ENSG00000166348	ENSG00000166348.19	73497538	73625994
2	ENSG00000144339	ENSG00000144339.12	191949043	192194933
1	ENSG00000225487	ENSG00000225487.2	164921318	164921629
1	ENSG00000224620	ENSG00000224620.2	179447578	179448440
1	ENSG00000232917	ENSG00000232917.5	203903723	203904013
1	ENSG00000233057	ENSG00000233057.1	194188967	194190342
1	ENSG00000237131	ENSG00000237131.1	168215405	168215652
1	ENSG00000116741	ENSG00000116741.8	192809039	192812275
15	ENSG00000276807	ENSG00000276807.1	73730048	73731711
15	ENSG00000260469	ENSG00000260469.3	73752317	73770613
15	ENSG00000260624	ENSG00000260624.2	73870949	73873540
15	ENSG00000287915	ENSG00000287915.1	60215537	60223272
15	ENSG00000240163	ENSG00000240163.1	60390371	60390682
15	ENSG00000242667	ENSG00000242667.1	60404463	60404960
15	ENSG00000273721	ENSG00000273721.1	60409234	60409420
15	ENSG00000128915	ENSG00000128915.12	60419609	60479160
1	ENSG00000233946	ENSG00000233946.2	175297080	175297240
14	ENSG00000257365	ENSG00000257365.8	64986895	65062652
6	ENSG00000204366	ENSG00000204366.4	31899613	31902086
1	ENSG00000122482	ENSG00000122482.21	90915298	91022272
6	ENSG00000204435	ENSG00000204435.15	31665227	31670343
3	ENSG00000241669	ENSG00000241669.1	167392796	167408519
